method,group_type,group_value,n_queries,recall_at_5,recall_at_20,recall_at_100,ceiling_normalized_recall_at_100,ndcg_at_5,ndcg_at_20,ndcg_at_100,candidate_precision,candidate_recall,candidate_f1,candidate_jaccard,retrieved_size,candidate_size
oracle_hybrid_verify_F1000_L100,template,_ or _ or _,100,0.8733333333333332,0.9983333333333333,0.9983333333333333,0.9983333333333333,1.0,0.9989221084547549,0.9989221084547549,1.0,0.9983333333333333,0.999090909090909,0.9983333333333333,5.74,5.74
oracle_hybrid_verify_F1000_L100,template,_ that are also _,100,0.2300283319159232,0.32011332766369277,0.7981753459189257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.97,109.46
oracle_hybrid_verify_F1000_L100,template,_ that are also _ but not _,100,0.03988546580187252,0.1563425788929293,0.7343910835168854,0.9279515151515152,0.9972272657264495,0.9836684394521762,0.9411702992836918,1.0,0.908263237726509,0.930080246555052,0.908263237726509,92.35,117.06
oracle_hybrid_verify_F1000_L100,template,_ that are also both _ and _,100,0.6568952085496204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.19,8.19
oracle_hybrid_verify_F1000_L100,template,_ that are not _,100,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
oracle_hybrid_verify_F1000_L100,gold_size_bin,01-02,223,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,1.4394618834080717,1.4394618834080717
oracle_hybrid_verify_F1000_L100,gold_size_bin,03-05,138,0.9981884057971014,0.9981884057971014,0.9981884057971014,0.9981884057971014,0.9987816845197744,0.9987816845197744,0.9987816845197744,1.0,0.9981884057971014,0.9989648033126294,0.9981884057971014,4.166666666666667,4.166666666666667
oracle_hybrid_verify_F1000_L100,gold_size_bin,06-20,159,0.7045462527565746,0.9989517819706499,0.9989517819706499,0.9989517819706499,1.0,0.999322080789154,0.999322080789154,1.0,0.9989517819706499,0.9994282447112636,0.9989517819706499,7.591194968553459,7.591194968553459
oracle_hybrid_verify_F1000_L100,gold_size_bin,101-200,148,0.036167409541833735,0.14355281886869747,0.694199266408308,0.9613513513513514,0.9981265308962496,0.9928921938859038,0.9687926392853706,1.0,0.9480484611993202,0.9611921653126618,0.9480484611993202,96.13513513513513,132.75675675675674
oracle_hybrid_verify_F1000_L100,gold_size_bin,51-100,32,0.05120634873713063,0.1999929207217184,0.9535984848484849,0.9535984848484849,1.0,0.9818374765657452,0.9604912285666984,1.0,0.9535984848484849,0.9609870059134764,0.9535984848484849,93.25,93.25
oracle_hybrid_verify_F1000_L1000,overall,all,700,0.6843296612652783,0.7812356687470443,0.9356129928170202,0.992817799497181,0.9985714285714286,0.9984174440649649,0.9942616807919509,0.9985714285714286,0.9893679990434225,0.9927102275927208,0.9893679990434225,28.072857142857142,35.82857142857143
oracle_hybrid_verify_F1000_L1000,template,_,100,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.98,1.98
oracle_hybrid_verify_F1000_L1000,template,_ or _,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.95,3.95
oracle_hybrid_verify_F1000_L1000,template,_ or _ or _,100,0.8733333333333332,0.9983333333333333,0.9983333333333333,0.9983333333333333,1.0,0.9989221084547549,0.9989221084547549,1.0,0.9983333333333333,0.999090909090909,0.9983333333333333,5.74,5.74
oracle_hybrid_verify_F1000_L1000,template,_ that are also _,100,0.2300283319159232,0.32011332766369277,0.7981753459189257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.97,109.46
oracle_hybrid_verify_F1000_L1000,template,_ that are also _ but not _,100,0.04005075505807087,0.16020302023228347,0.7627822704668826,0.9613912631469332,1.0,1.0,0.9709096570889021,1.0,0.9372426599706236,0.9598806840581366,0.9372426599706236,95.68,120.48
oracle_hybrid_verify_F1000_L1000,template,_ that are also both _ and _,100,0.6568952085496204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.19,8.19
oracle_hybrid_verify_F1000_L1000,template,_ that are not _,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
oracle_hybrid_verify_F1000_L1000,gold_size_bin,01-02,223,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,0.9955156950672646,1.4484304932735426,1.4484304932735426
oracle_hybrid_verify_F1000_L1000,gold_size_bin,03-05,138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.173913043478261,4.173913043478261
oracle_hybrid_verify_F1000_L1000,gold_size_bin,06-20,159,0.7045462527565746,0.9989517819706499,0.9989517819706499,0.9989517819706499,1.0,0.999322080789154,0.999322080789154,1.0,0.9989517819706499,0.9994282447112636,0.9989517819706499,7.591194968553459,7.591194968553459
oracle_hybrid_verify_F1000_L1000,gold_size_bin,101-200,148,0.03627909147169748,0.14511636588678992,0.7092340224586993,0.9797972972972973,1.0,1.0,0.9848228221937763,1.0,0.9634806735295206,0.9766986520856802,0.9634806735295206,97.97972972972973,134.66216216216216
oracle_hybrid_verify_F1000_L1000,gold_size_bin,51-100,32,0.05120634873713063,0.20482539494852253,0.9727851973341664,0.9727851973341664,1.0,1.0,0.9792871257566038,1.0,0.9727851973341664,0.9823958717854067,0.9727851973341664,95.125,95.125
oracle_hybrid_verify_F1000_L25,overall,all,700,0.6810239674277194,0.7773501479885152,0.9280080086090258,0.9844247928474733,0.9938916844843009,0.9922388222982192,0.986436790999433,0.9957142857142857,0.9816789812219827,0.9849618247507798,0.9816789812219827,27.552857142857142,35.29571428571428
oracle_hybrid_verify_F1000_L25,template,_,100,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.98,1.98
oracle_hybrid_verify_F1000_L25,template,_ or _,100,0.9975,0.9975,0.9975,0.9975,0.9983187246372889,0.9983187246372889,0.9983187246372889,1.0,0.9975,0.9985714285714287,0.9975,3.94,3.94
oracle_hybrid_verify_F1000_L25,template,_ or _ or _,100,0.8733333333333332,0.9983333333333333,0.9983333333333333,0.9983333333333333,1.0,0.9989221084547549,0.9989221084547549,1.0,0.9983333333333333,0.999090909090909,0.9983333333333333,5.74,5.74
oracle_hybrid_verify_F1000_L25,template,_ that are also _,100,0.2300283319159232,0.32011332766369277,0.7981753459189257,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,79.97,109.46
oracle_hybrid_verify_F1000_L25,template,_ that are also _ but not _,100,0.03941089819515871,0.1555043749225791,0.7320473810109215,0.9251402165989795,0.9889230667528176,0.9784309229954912,0.9378167039039877,1.0,0.9059195352205448,0.9270704355931205,0.9059195352205448,92.07,116.78
oracle_hybrid_verify_F1000_L25,template,_ that are also both _ and _,100,0.6568952085496204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.19,8.19
oracle_hybrid_verify_F1000_L25,template,_ that are not _,100,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
oracle_hybrid_verify_F1000_L25,gold_size_bin,01-02,223,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,0.9865470852017937,1.4394618834080717,1.4394618834080717
oracle_hybrid_verify_F1000_L25,gold_size_bin,03-05,138,0.9981884057971014,0.9981884057971014,0.9981884057971014,0.9981884057971014,0.9987816845197744,0.9987816845197744,0.9987816845197744,1.0,0.9981884057971014,0.9989648033126294,0.9981884057971014,4.166666666666667,4.166666666666667
